DataReferencia;CodigoInstrumento;AcaoAtualizacao;PrecoNegocio;QuantidadeNegociada;HoraFechamento;CodigoIdentificadorNegocio;TipoSessaoPregao;DataNegocio;CodigoParticipanteComprador;CodigoParticipanteVendedor
2023-11-21;FLRY3;0;16,980;100;100458329;830;1;2023-11-21;45;8
2023-11-21;FLRY3;0;16,980;100;100458329;840;1;2023-11-21;45;72
2023-11-21;FLRY3;0;16,980;200;100458470;850;1;2023-11-21;40;120
2023-11-21;FLRY3;0;16,980;2700;100458471;860;1;2023-11-21;40;120
2023-11-21;FLRY3;0;16,980;200;100458474;870;1;2023-11-21;45;45
2023-11-21;FLRY3;0;16,950;200;100536900;880;1;2023-11-21;120;16
2023-11-21;FLRY3;0;16,950;100;100536900;890;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,930;100;100538407;900;1;2023-11-21;120;16
2023-11-21;FLRY3;0;16,930;100;100538407;910;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,930;200;100538407;920;1;2023-11-21;85;16
2023-11-21;FLRY3;0;16,940;100;100538410;930;1;2023-11-21;45;8
2023-11-21;FLRY3;0;16,930;200;100544187;940;1;2023-11-21;85;16
2023-11-21;FLRY3;0;16,930;200;100544187;950;1;2023-11-21;120;16
2023-11-21;FLRY3;0;16,930;100;100544187;960;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,930;300;100544187;970;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,930;100;100615097;980;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,930;800;100615097;990;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,950;100;100615101;1000;1;2023-11-21;45;120
2023-11-21;FLRY3;0;16,930;100;100616481;1010;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,930;100;100616481;1020;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,930;100;100616481;1030;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,920;100;100652920;1040;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,920;100;100720018;1050;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,920;100;100738991;1060;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,920;100;100809390;1070;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,920;400;100809391;1080;1;2023-11-21;8;1618
2023-11-21;FLRY3;0;16,920;600;100809391;1090;1;2023-11-21;8;1618
2023-11-21;FLRY3;0;16,920;200;100809391;1100;1;2023-11-21;3;1618
2023-11-21;FLRY3;0;16,930;100;100809395;1110;1;2023-11-21;45;8
2023-11-21;FLRY3;0;16,920;100;100833588;1120;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,940;300;100835140;1130;1;2023-11-21;8;8
2023-11-21;FLRY3;0;16,940;300;100835140;1140;1;2023-11-21;8;120
2023-11-21;FLRY3;0;16,940;800;100835140;1150;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,940;300;100835140;1160;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,940;200;100835140;1170;1;2023-11-21;8;16
2023-11-21;FLRY3;0;16,950;200;100835142;1180;1;2023-11-21;45;120
2023-11-21;FLRY3;0;16,950;300;100836078;1190;1;2023-11-21;8;8
2023-11-21;FLRY3;0;16,950;400;100836079;1200;1;2023-11-21;8;8
2023-11-21;FLRY3;0;16,940;1400;100903190;1210;1;2023-11-21;8;120
2023-11-21;FLRY3;0;16,950;100;100903193;1220;1;2023-11-21;45;8
2023-11-21;FLRY3;0;16,950;300;100906720;1230;1;2023-11-21;85;120
2023-11-21;FLRY3;0;16,950;1700;100906721;1240;1;2023-11-21;85;1618
2023-11-21;FLRY3;0;16,960;100;100906724;1250;1;2023-11-21;45;120
2023-11-21;FLRY3;0;16,960;100;100906726;1260;1;2023-11-21;45;120
2023-11-21;FLRY3;0;16,960;300;100910287;1270;1;2023-11-21;8;120
2023-11-21;FLRY3;0;16,960;1100;100910287;1280;1;2023-11-21;8;45
2023-11-21;FLRY3;0;16,970;100;100910290;1290;1;2023-11-21;45;120
2023-11-21;FLRY3;0;16,970;100;100910880;1300;1;2023-11-21;1618;120
2023-11-21;FLRY3;0;16,970;1100;100910880;1310;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;16,980;100;100910884;1320;1;2023-11-21;45;120
2023-11-21;FLRY3;0;16,980;100;100911099;1330;1;2023-11-21;8;114
2023-11-21;FLRY3;0;16,990;100;100938388;1340;1;2023-11-21;1130;8
2023-11-21;FLRY3;0;16,990;100;100938408;1350;1;2023-11-21;40;8
2023-11-21;FLRY3;0;16,980;100;100959614;1360;1;2023-11-21;40;8
2023-11-21;FLRY3;0;16,980;100;101037817;1370;1;2023-11-21;1618;16
2023-11-21;FLRY3;0;16,980;200;101037817;1380;1;2023-11-21;1618;16
2023-11-21;FLRY3;0;17,000;100;101227278;1390;1;2023-11-21;40;16
2023-11-21;FLRY3;0;17,000;200;101227283;1400;1;2023-11-21;1618;16
2023-11-21;FLRY3;0;17,010;100;101227289;1410;1;2023-11-21;45;120
2023-11-21;FLRY3;0;17,030;100;101229611;1420;1;2023-11-21;40;120
2023-11-21;FLRY3;0;17,030;200;101238874;1430;1;2023-11-21;40;8
2023-11-21;FLRY3;0;17,010;300;101238981;1440;1;2023-11-21;120;8
2023-11-21;FLRY3;0;17,000;300;101238982;1450;1;2023-11-21;120;8
2023-11-21;FLRY3;0;17,000;200;101238982;1460;1;2023-11-21;3;8
2023-11-21;FLRY3;0;17,000;200;101238982;1470;1;2023-11-21;85;8
2023-11-21;FLRY3;0;17,000;100;101238983;1480;1;2023-11-21;85;8
2023-11-21;FLRY3;0;17,020;100;101238986;1490;1;2023-11-21;45;120
2023-11-21;FLRY3;0;17,000;100;101352951;1500;1;2023-11-21;1618;8
2023-11-21;FLRY3;0;17,000;100;101352951;1510;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,000;100;101352951;1520;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,000;100;101352951;1530;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,000;100;101352951;1540;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,000;200;101352951;1550;1;2023-11-21;1618;16
2023-11-21;FLRY3;0;17,000;100;101352951;1560;1;2023-11-21;1618;16
2023-11-21;FLRY3;0;17,020;100;101402124;1570;1;2023-11-21;114;8
2023-11-21;FLRY3;0;17,020;300;101402124;1580;1;2023-11-21;114;120
2023-11-21;FLRY3;0;17,020;100;101402124;1590;1;2023-11-21;114;45
2023-11-21;FLRY3;0;17,020;100;101402127;1600;1;2023-11-21;45;45
2023-11-21;FLRY3;0;17,000;300;101402987;1610;1;2023-11-21;8;308
2023-11-21;FLRY3;0;17,010;700;101428871;1620;1;2023-11-21;40;8
2023-11-21;FLRY3;0;17,010;100;101428871;1630;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,010;100;101428871;1640;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,010;100;101428871;1650;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,010;100;101428871;1660;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,020;100;101428874;1670;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,020;100;101445051;1680;1;2023-11-21;238;8
2023-11-21;FLRY3;0;17,020;100;101447047;1690;1;2023-11-21;238;8
2023-11-21;FLRY3;0;17,020;100;101505239;1700;1;2023-11-21;308;45
2023-11-21;FLRY3;0;17,020;100;101532707;1710;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,020;100;101532707;1720;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,020;100;101532707;1730;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,020;100;101532707;1740;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,020;100;101532707;1750;1;2023-11-21;1618;16
2023-11-21;FLRY3;0;17,020;100;101532707;1760;1;2023-11-21;1618;16
2023-11-21;FLRY3;0;17,020;100;101532707;1770;1;2023-11-21;1618;16
2023-11-21;FLRY3;0;17,020;100;101539381;1780;1;2023-11-21;1618;16
2023-11-21;FLRY3;0;17,020;100;101539381;1790;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,020;100;101539381;1800;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,020;100;101539381;1810;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,020;100;101539381;1820;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,020;100;101539385;1830;1;2023-11-21;45;45
2023-11-21;FLRY3;0;17,020;100;101606571;1840;1;2023-11-21;3;1618
2023-11-21;FLRY3;0;17,020;100;101606571;1850;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,020;100;101606571;1860;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,020;100;101606571;1870;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,020;100;101733871;1880;1;2023-11-21;45;16
2023-11-21;FLRY3;0;17,020;100;101736959;1890;1;2023-11-21;45;3
2023-11-21;FLRY3;0;17,020;200;101736959;1900;1;2023-11-21;3;3
2023-11-21;FLRY3;0;17,020;100;101736959;1910;1;2023-11-21;45;3
2023-11-21;FLRY3;0;17,020;600;101736960;1920;1;2023-11-21;1618;3
2023-11-21;FLRY3;0;17,020;300;101736961;1930;1;2023-11-21;72;3
2023-11-21;FLRY3;0;17,020;100;101736964;1940;1;2023-11-21;45;45
2023-11-21;FLRY3;0;17,010;100;101805313;1950;1;2023-11-21;8;16
2023-11-21;FLRY3;0;17,030;100;101805496;1960;1;2023-11-21;3;72
2023-11-21;FLRY3;0;17,030;100;101805496;1970;1;2023-11-21;3;45
2023-11-21;FLRY3;0;17,030;100;101805496;1980;1;2023-11-21;3;45
2023-11-21;FLRY3;0;17,030;100;101805496;1990;1;2023-11-21;3;45
2023-11-21;FLRY3;0;17,030;100;101805496;2000;1;2023-11-21;3;45
2023-11-21;FLRY3;0;17,030;100;101805496;2010;1;2023-11-21;3;16
2023-11-21;FLRY3;0;17,030;100;101805496;2020;1;2023-11-21;3;16
2023-11-21;FLRY3;0;17,030;200;101805496;2030;1;2023-11-21;3;16
2023-11-21;FLRY3;0;17,030;100;101805496;2040;1;2023-11-21;3;1618
2023-11-21;FLRY3;0;17,040;100;101805505;2050;1;2023-11-21;45;120
2023-11-21;FLRY3;0;17,030;100;101821728;2060;1;2023-11-21;8;3
2023-11-21;FLRY3;0;17,030;100;101821728;2070;1;2023-11-21;45;3
2023-11-21;FLRY3;0;17,030;100;101821728;2080;1;2023-11-21;45;3
2023-11-21;FLRY3;0;17,050;100;101854652;2090;1;2023-11-21;238;3
2023-11-21;FLRY3;0;17,050;1900;102040521;2100;1;2023-11-21;8;3
2023-11-21;FLRY3;0;17,050;100;102040521;2110;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,050;100;102040521;2120;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,050;100;102040521;2130;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,050;100;102040521;2140;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,050;100;102040521;2150;1;2023-11-21;8;16
2023-11-21;FLRY3;0;17,050;100;102040521;2160;1;2023-11-21;8;16
2023-11-21;FLRY3;0;17,050;100;102040521;2170;1;2023-11-21;8;16
2023-11-21;FLRY3;0;17,060;100;102040531;2180;1;2023-11-21;45;308
2023-11-21;FLRY3;0;17,060;100;102040531;2190;1;2023-11-21;45;45
2023-11-21;FLRY3;0;17,060;100;102050089;2200;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,060;100;102050089;2210;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,060;100;102050089;2220;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,060;200;102050089;2230;1;2023-11-21;3;8
2023-11-21;FLRY3;0;17,060;100;102050089;2240;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,070;100;102050093;2250;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,060;500;102116452;2260;1;2023-11-21;40;1618
2023-11-21;FLRY3;0;17,060;100;102116452;2270;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,060;100;102116452;2280;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,060;100;102116452;2290;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,060;100;102116452;2300;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,060;100;102116454;2310;1;2023-11-21;45;72
2023-11-21;FLRY3;0;17,050;400;102152888;2320;1;2023-11-21;120;238
2023-11-21;FLRY3;0;17,050;100;102152888;2330;1;2023-11-21;45;238
2023-11-21;FLRY3;0;17,050;100;102152888;2340;1;2023-11-21;45;238
2023-11-21;FLRY3;0;17,050;100;102152888;2350;1;2023-11-21;45;238
2023-11-21;FLRY3;0;17,050;100;102152888;2360;1;2023-11-21;45;238
2023-11-21;FLRY3;0;17,070;100;102152891;2370;1;2023-11-21;45;72
2023-11-21;FLRY3;0;17,040;100;102253325;2380;1;2023-11-21;8;16
2023-11-21;FLRY3;0;17,050;100;102317335;2390;1;2023-11-21;8;3
2023-11-21;FLRY3;0;17,050;100;102317335;2400;1;2023-11-21;45;3
2023-11-21;FLRY3;0;17,070;100;102324451;2410;1;2023-11-21;4090;45
2023-11-21;FLRY3;0;17,050;100;102331354;2420;1;2023-11-21;45;16
2023-11-21;FLRY3;0;17,050;100;102336078;2430;1;2023-11-21;120;27
2023-11-21;FLRY3;0;17,050;100;102351502;2440;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,050;100;102351502;2450;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,050;100;102351502;2460;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,050;100;102351502;2470;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,060;100;102351505;2480;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,040;100;102412773;2490;1;2023-11-21;8;16
2023-11-21;FLRY3;0;17,040;100;102412774;2500;1;2023-11-21;8;1618
2023-11-21;FLRY3;0;17,040;100;102412774;2510;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,040;100;102412774;2520;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,040;100;102412774;2530;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,040;100;102412774;2540;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,040;100;102412774;2550;1;2023-11-21;72;1618
2023-11-21;FLRY3;0;17,020;100;102446474;2560;1;2023-11-21;45;16
2023-11-21;FLRY3;0;17,020;200;102446475;2570;1;2023-11-21;3;1618
2023-11-21;FLRY3;0;17,020;100;102446475;2580;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,020;100;102446475;2590;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,020;100;102446475;2600;1;2023-11-21;45;1618
2023-11-21;FLRY3;0;17,020;100;102446479;2610;1;2023-11-21;45;72
2023-11-21;FLRY3;0;17,020;100;102446482;2620;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,020;100;102446482;2630;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,020;100;102446487;2640;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,020;100;102447495;2650;1;2023-11-21;8;27
2023-11-21;FLRY3;0;17,010;100;102526414;2660;1;2023-11-21;8;16
2023-11-21;FLRY3;0;17,000;100;102609616;2670;1;2023-11-21;72;16
2023-11-21;FLRY3;0;17,030;100;102609633;2680;1;2023-11-21;308;45
2023-11-21;FLRY3;0;17,010;200;102624646;2690;1;2023-11-21;40;3
2023-11-21;FLRY3;0;17,020;100;102632290;2700;1;2023-11-21;3701;27
2023-11-21;FLRY3;0;17,020;100;102632293;2710;1;2023-11-21;45;45
2023-11-21;FLRY3;0;17,020;100;102642663;2720;1;2023-11-21;120;45
2023-11-21;FLRY3;0;17,020;100;102642663;2730;1;2023-11-21;120;45
2023-11-21;FLRY3;0;17,020;100;102642663;2740;1;2023-11-21;120;45
2023-11-21;FLRY3;0;17,020;300;102642663;2750;1;2023-11-21;120;16
2023-11-21;FLRY3;0;17,020;100;102642663;2760;1;2023-11-21;120;45
2023-11-21;FLRY3;0;17,030;100;102821680;2770;1;2023-11-21;3;45
2023-11-21;FLRY3;0;17,010;100;102840013;2780;1;2023-11-21;40;16
2023-11-21;FLRY3;0;17,010;200;102852203;2790;1;2023-11-21;40;1099
2023-11-21;FLRY3;0;17,010;100;102903908;2800;1;2023-11-21;40;45
2023-11-21;FLRY3;0;17,010;600;102904570;2810;1;2023-11-21;40;120
2023-11-21;FLRY3;0;17,010;100;102904570;2820;1;2023-11-21;45;120
2023-11-21;FLRY3;0;17,010;100;102904570;2830;1;2023-11-21;45;120
2023-11-21;FLRY3;0;17,010;100;102904570;2840;1;2023-11-21;45;120
2023-11-21;FLRY3;0;17,010;100;102904570;2850;1;2023-11-21;45;120
2023-11-21;FLRY3;0;17,020;100;102904574;2860;1;2023-11-21;45;27
2023-11-21;FLRY3;0;17,000;100;102921623;2870;1;2023-11-21;120;16
2023-11-21;FLRY3;0;17,000;100;102923403;2880;1;2023-11-21;120;45
2023-11-21;FLRY3;0;17,000;100;102956086;2890;1;2023-11-21;45;16
2023-11-21;FLRY3;0;17,000;100;103016186;2900;1;2023-11-21;45;3
2023-11-21;FLRY3;0;17,000;100;103016186;2910;1;2023-11-21;45;3
2023-11-21;FLRY3;0;17,000;100;103016186;2920;1;2023-11-21;45;3
2023-11-21;FLRY3;0;17,000;100;103016186;2930;1;2023-11-21;72;3
2023-11-21;FLRY3;0;17,000;100;103016186;2940;1;2023-11-21;3;3
2023-11-21;FLRY3;0;17,020;100;103016190;2950;1;2023-11-21;45;45
2023-11-21;FLRY3;0;17,010;100;103023227;2960;1;2023-11-21;8;27
2023-11-21;FLRY3;0;17,010;100;103023232;2970;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,000;100;103032208;2980;1;2023-11-21;3;16
2023-11-21;FLRY3;0;17,020;100;103046750;2990;1;2023-11-21;45;16
2023-11-21;FLRY3;0;17,020;200;103046754;3000;1;2023-11-21;8;16
2023-11-21;FLRY3;0;17,020;100;103046754;3010;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,020;100;103046754;3020;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,020;100;103046754;3030;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,020;100;103046754;3040;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,020;100;103046754;3050;1;2023-11-21;8;72
2023-11-21;FLRY3;0;17,030;100;103046762;3060;1;2023-11-21;45;45
2023-11-21;FLRY3;0;17,020;100;103046801;3070;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,020;100;103046801;3080;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,010;100;103046801;3090;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,010;100;103046866;3100;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,010;100;103046868;3110;1;2023-11-21;72;45
2023-11-21;FLRY3;0;17,020;100;103132319;3120;1;2023-11-21;8;308
2023-11-21;FLRY3;0;17,040;100;103139740;3130;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,040;100;103139740;3140;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,040;100;103139740;3150;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,040;100;103139740;3160;1;2023-11-21;8;45
2023-11-21;FLRY3;0;17,040;100;103139740;3170;1;2023-11-21;8;16
2023-11-21;FLRY3;0;17,050;100;103140892;3180;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,050;100;103140892;3190;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,050;100;103140892;3200;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,050;100;103140892;3210;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,050;100;103140892;3220;1;2023-11-21;1618;308
2023-11-21;FLRY3;0;17,050;100;103140892;3230;1;2023-11-21;1618;27
2023-11-21;FLRY3;0;17,060;100;103140896;3240;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,060;100;103141846;3250;1;2023-11-21;72;45
2023-11-21;FLRY3;0;17,070;100;103143871;3260;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,070;100;103143871;3270;1;2023-11-21;1618;45
2023-11-21;FLRY3;0;17,070;100;103148833;3280;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,070;100;103148833;3290;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,070;100;103148833;3300;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,070;300;103148833;3310;1;2023-11-21;72;8
2023-11-21;FLRY3;0;17,070;1100;103148833;3320;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,070;500;103148833;3330;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,070;100;103148833;3340;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,070;400;103148833;3350;1;2023-11-21;45;8
2023-11-21;FLRY3;0;17,070;100;103148856;3360;1;2023-11-21;45;72
