DataReferencia;CodigoInstrumento;AcaoAtualizacao;PrecoNegocio;QuantidadeNegociada;HoraFechamento;CodigoIdentificadorNegocio;TipoSessaoPregao;DataNegocio;CodigoParticipanteComprador;CodigoParticipanteVendedor
2023-11-22;FLRY3;0;17,190;100;101039729;980;1;2023-11-22;308;1099
2023-11-22;FLRY3;0;17,170;100;101042420;990;1;2023-11-22;72;4090
2023-11-22;FLRY3;0;17,180;100;101046908;1000;1;2023-11-22;72;8
2023-11-22;FLRY3;0;17,190;100;101046911;1010;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,190;100;101055410;1020;1;2023-11-22;120;85
2023-11-22;FLRY3;0;17,170;1000;101110038;1030;1;2023-11-22;8;8
2023-11-22;FLRY3;0;17,170;600;101110038;1040;1;2023-11-22;40;8
2023-11-22;FLRY3;0;17,180;100;101110041;1050;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,150;100;101130381;1060;1;2023-11-22;40;3
2023-11-22;FLRY3;0;17,170;100;101143895;1070;1;2023-11-22;3;8
2023-11-22;FLRY3;0;17,170;200;101143895;1080;1;2023-11-22;3;85
2023-11-22;FLRY3;0;17,170;300;101143895;1090;1;2023-11-22;3;85
2023-11-22;FLRY3;0;17,170;300;101143895;1100;1;2023-11-22;3;120
2023-11-22;FLRY3;0;17,170;200;101143895;1110;1;2023-11-22;3;45
2023-11-22;FLRY3;0;17,170;100;101143899;1120;1;2023-11-22;45;16
2023-11-22;FLRY3;0;17,150;100;101144015;1130;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,150;100;101148305;1140;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,140;900;101151166;1150;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,140;300;101151166;1160;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,150;100;101151168;1170;1;2023-11-22;45;45
2023-11-22;FLRY3;0;17,120;200;101156185;1180;1;2023-11-22;120;3
2023-11-22;FLRY3;0;17,120;100;101156185;1190;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,120;300;101156185;1200;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,120;300;101156185;1210;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,120;700;101156194;1220;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,120;100;101156194;1230;1;2023-11-22;120;3
2023-11-22;FLRY3;0;17,110;100;101156194;1240;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,140;100;101156198;1250;1;2023-11-22;45;45
2023-11-22;FLRY3;0;17,120;1100;101201800;1260;1;2023-11-22;40;3
2023-11-22;FLRY3;0;17,140;100;101201803;1270;1;2023-11-22;45;45
2023-11-22;FLRY3;0;17,120;100;101201818;1280;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,120;300;101201818;1290;1;2023-11-22;85;3
2023-11-22;FLRY3;0;17,110;200;101205630;1300;1;2023-11-22;120;16
2023-11-22;FLRY3;0;17,110;200;101205630;1310;1;2023-11-22;40;16
2023-11-22;FLRY3;0;17,140;100;101205633;1320;1;2023-11-22;45;45
2023-11-22;FLRY3;0;17,140;100;101225424;1330;1;2023-11-22;238;120
2023-11-22;FLRY3;0;17,140;500;101237097;1340;1;2023-11-22;1618;16
2023-11-22;FLRY3;0;17,140;400;101237097;1350;1;2023-11-22;1618;16
2023-11-22;FLRY3;0;17,150;100;101245719;1360;1;2023-11-22;72;40
2023-11-22;FLRY3;0;17,160;100;101250355;1370;1;2023-11-22;238;85
2023-11-22;FLRY3;0;17,160;100;101251346;1380;1;2023-11-22;238;16
2023-11-22;FLRY3;0;17,160;100;101251351;1390;1;2023-11-22;45;16
2023-11-22;FLRY3;0;17,160;100;101255312;1400;1;2023-11-22;238;45
2023-11-22;FLRY3;0;17,180;100;101255331;1410;1;2023-11-22;45;85
2023-11-22;FLRY3;0;17,180;300;101311017;1420;1;2023-11-22;72;45
2023-11-22;FLRY3;0;17,180;300;101311017;1430;1;2023-11-22;72;40
2023-11-22;FLRY3;0;17,180;100;101320275;1440;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,180;300;101320389;1450;1;2023-11-22;8;8
2023-11-22;FLRY3;0;17,170;300;101320401;1460;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,190;100;101320404;1470;1;2023-11-22;45;45
2023-11-22;FLRY3;0;17,190;200;101329699;1480;1;2023-11-22;72;45
2023-11-22;FLRY3;0;17,190;100;101329699;1490;1;2023-11-22;72;8
2023-11-22;FLRY3;0;17,190;100;101342237;1500;1;2023-11-22;72;8
2023-11-22;FLRY3;0;17,190;300;101342237;1510;1;2023-11-22;72;45
2023-11-22;FLRY3;0;17,190;200;101342237;1520;1;2023-11-22;72;16
2023-11-22;FLRY3;0;17,190;100;101342237;1530;1;2023-11-22;72;85
2023-11-22;FLRY3;0;17,180;1000;101345666;1540;1;2023-11-22;40;3
2023-11-22;FLRY3;0;17,190;100;101345670;1550;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,170;100;101345682;1560;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,170;1000;101353177;1570;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,190;100;101353186;1580;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,180;100;101354456;1590;1;2023-11-22;308;3
2023-11-22;FLRY3;0;17,170;100;101354456;1600;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,190;100;101417142;1610;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,190;100;101417167;1620;1;2023-11-22;45;16
2023-11-22;FLRY3;0;17,190;100;101417184;1630;1;2023-11-22;45;85
2023-11-22;FLRY3;0;17,180;100;101421984;1640;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,180;100;101421984;1650;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,200;100;101421987;1660;1;2023-11-22;45;3
2023-11-22;FLRY3;0;17,180;200;101421992;1670;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,200;100;101422128;1680;1;2023-11-22;3;3
2023-11-22;FLRY3;0;17,200;100;101422128;1690;1;2023-11-22;3;40
2023-11-22;FLRY3;0;17,200;100;101423431;1700;1;2023-11-22;45;85
2023-11-22;FLRY3;0;17,200;200;101432351;1710;1;2023-11-22;72;85
2023-11-22;FLRY3;0;17,200;100;101432351;1720;1;2023-11-22;72;85
2023-11-22;FLRY3;0;17,200;200;101432351;1730;1;2023-11-22;72;16
2023-11-22;FLRY3;0;17,200;100;101455057;1740;1;2023-11-22;45;85
2023-11-22;FLRY3;0;17,200;200;101504099;1750;1;2023-11-22;238;85
2023-11-22;FLRY3;0;17,200;600;101504105;1760;1;2023-11-22;1618;85
2023-11-22;FLRY3;0;17,200;300;101504105;1770;1;2023-11-22;1618;16
2023-11-22;FLRY3;0;17,210;100;101504112;1780;1;2023-11-22;45;308
2023-11-22;FLRY3;0;17,210;200;101504358;1790;1;2023-11-22;1618;40
2023-11-22;FLRY3;0;17,210;400;101504358;1800;1;2023-11-22;1618;3
2023-11-22;FLRY3;0;17,220;100;101504361;1810;1;2023-11-22;45;90
2023-11-22;FLRY3;0;17,210;100;101504507;1820;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,210;500;101504508;1830;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,220;100;101510725;1840;1;2023-11-22;72;72
2023-11-22;FLRY3;0;17,200;100;101534618;1850;1;2023-11-22;40;45
2023-11-22;FLRY3;0;17,220;100;101535095;1860;1;2023-11-22;238;72
2023-11-22;FLRY3;0;17,220;200;101537090;1870;1;2023-11-22;238;85
2023-11-22;FLRY3;0;17,220;100;101537093;1880;1;2023-11-22;238;85
2023-11-22;FLRY3;0;17,220;100;101537103;1890;1;2023-11-22;45;85
2023-11-22;FLRY3;0;17,220;400;101537238;1900;1;2023-11-22;72;85
2023-11-22;FLRY3;0;17,220;200;101537238;1910;1;2023-11-22;72;120
2023-11-22;FLRY3;0;17,230;100;101557274;1920;1;2023-11-22;45;1099
2023-11-22;FLRY3;0;17,210;100;101601475;1930;1;2023-11-22;72;93
2023-11-22;FLRY3;0;17,230;100;101610375;1940;1;2023-11-22;8;1099
2023-11-22;FLRY3;0;17,230;100;101610375;1950;1;2023-11-22;8;40
2023-11-22;FLRY3;0;17,230;600;101610375;1960;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,230;200;101610375;1970;1;2023-11-22;8;85
2023-11-22;FLRY3;0;17,230;100;101610375;1980;1;2023-11-22;8;85
2023-11-22;FLRY3;0;17,230;400;101610375;1990;1;2023-11-22;8;16
2023-11-22;FLRY3;0;17,240;100;101610402;2000;1;2023-11-22;45;72
2023-11-22;FLRY3;0;17,240;100;101610403;2010;1;2023-11-22;45;72
2023-11-22;FLRY3;0;17,240;400;101610424;2020;1;2023-11-22;45;120
2023-11-22;FLRY3;0;17,240;400;101610424;2030;1;2023-11-22;45;72
2023-11-22;FLRY3;0;17,240;100;101610464;2040;1;2023-11-22;45;85
2023-11-22;FLRY3;0;17,240;100;101610466;2050;1;2023-11-22;45;85
2023-11-22;FLRY3;0;17,240;200;101613812;2060;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,240;400;101620660;2070;1;2023-11-22;40;8
2023-11-22;FLRY3;0;17,240;100;101620660;2080;1;2023-11-22;72;8
2023-11-22;FLRY3;0;17,240;300;101620660;2090;1;2023-11-22;8;8
2023-11-22;FLRY3;0;17,240;100;101620664;2100;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,210;100;101637946;2110;1;2023-11-22;72;45
2023-11-22;FLRY3;0;17,210;100;101637974;2120;1;2023-11-22;40;45
2023-11-22;FLRY3;0;17,220;100;101648379;2130;1;2023-11-22;238;85
2023-11-22;FLRY3;0;17,230;100;101703966;2140;1;2023-11-22;45;72
2023-11-22;FLRY3;0;17,230;200;101704230;2150;1;2023-11-22;16;16
2023-11-22;FLRY3;0;17,230;200;101704230;2160;1;2023-11-22;16;40
2023-11-22;FLRY3;0;17,230;100;101704230;2170;1;2023-11-22;16;16
2023-11-22;FLRY3;0;17,220;100;101717757;2180;1;2023-11-22;72;45
2023-11-22;FLRY3;0;17,240;100;101717761;2190;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,230;100;101719252;2200;1;2023-11-22;72;72
2023-11-22;FLRY3;0;17,230;100;101719252;2210;1;2023-11-22;72;85
2023-11-22;FLRY3;0;17,220;100;101758495;2220;1;2023-11-22;238;85
2023-11-22;FLRY3;0;17,220;100;101758579;2230;1;2023-11-22;23;85
2023-11-22;FLRY3;0;17,200;100;101816688;2240;1;2023-11-22;238;45
2023-11-22;FLRY3;0;17,220;100;101823958;2250;1;2023-11-22;45;85
2023-11-22;FLRY3;0;17,220;200;101828919;2260;1;2023-11-22;72;85
2023-11-22;FLRY3;0;17,220;100;101828919;2270;1;2023-11-22;72;40
2023-11-22;FLRY3;0;17,220;200;101828919;2280;1;2023-11-22;72;16
2023-11-22;FLRY3;0;17,230;200;101828922;2290;1;2023-11-22;8;85
2023-11-22;FLRY3;0;17,230;100;101828922;2300;1;2023-11-22;8;85
2023-11-22;FLRY3;0;17,230;100;101828922;2310;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,240;100;101828926;2320;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,240;700;101901273;2330;1;2023-11-22;8;8
2023-11-22;FLRY3;0;17,240;200;101901273;2340;1;2023-11-22;8;40
2023-11-22;FLRY3;0;17,240;200;101901273;2350;1;2023-11-22;8;16
2023-11-22;FLRY3;0;17,250;500;101901282;2360;1;2023-11-22;8;39
2023-11-22;FLRY3;0;17,250;1100;101901282;2370;1;2023-11-22;8;45
2023-11-22;FLRY3;0;17,250;1000;101901282;2380;1;2023-11-22;8;1618
2023-11-22;FLRY3;0;17,250;2200;101901282;2390;1;2023-11-22;8;1618
2023-11-22;FLRY3;0;17,250;2100;101901284;2400;1;2023-11-22;8;1618
2023-11-22;FLRY3;0;17,260;800;101901302;2410;1;2023-11-22;45;72
2023-11-22;FLRY3;0;17,260;100;101901322;2420;1;2023-11-22;45;72
2023-11-22;FLRY3;0;17,260;800;101901386;2430;1;2023-11-22;45;3
2023-11-22;FLRY3;0;17,260;100;101901411;2440;1;2023-11-22;45;3
2023-11-22;FLRY3;0;17,270;100;101901412;2450;1;2023-11-22;45;3
2023-11-22;FLRY3;0;17,260;400;101901510;2460;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,270;100;101901510;2470;1;2023-11-22;45;3
2023-11-22;FLRY3;0;17,270;100;101901544;2480;1;2023-11-22;45;3
2023-11-22;FLRY3;0;17,260;100;101901556;2490;1;2023-11-22;72;8
2023-11-22;FLRY3;0;17,260;100;101902995;2500;1;2023-11-22;72;8
2023-11-22;FLRY3;0;17,270;700;101903821;2510;1;2023-11-22;16;3
2023-11-22;FLRY3;0;17,280;100;101903826;2520;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,270;500;101903862;2530;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,270;800;101903958;2540;1;2023-11-22;72;16
2023-11-22;FLRY3;0;17,280;100;101903969;2550;1;2023-11-22;45;40
2023-11-22;FLRY3;0;17,270;100;101906837;2560;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,270;400;101906838;2570;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,270;300;101914252;2580;1;2023-11-22;72;85
2023-11-22;FLRY3;0;17,290;100;101918084;2590;1;2023-11-22;45;39
2023-11-22;FLRY3;0;17,280;100;101947770;2600;1;2023-11-22;72;1618
2023-11-22;FLRY3;0;17,280;100;101947770;2610;1;2023-11-22;45;1618
2023-11-22;FLRY3;0;17,290;100;101947774;2620;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,290;100;101953384;2630;1;2023-11-22;147;45
2023-11-22;FLRY3;0;17,290;100;101953384;2640;1;2023-11-22;147;40
2023-11-22;FLRY3;0;17,300;400;101953384;2650;1;2023-11-22;147;3
2023-11-22;FLRY3;0;17,280;600;101958640;2660;1;2023-11-22;40;1618
2023-11-22;FLRY3;0;17,280;100;101958640;2670;1;2023-11-22;45;1618
2023-11-22;FLRY3;0;17,280;100;101958640;2680;1;2023-11-22;72;1618
2023-11-22;FLRY3;0;17,290;100;101958643;2690;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,290;200;102026710;2700;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,290;100;102037659;2710;1;2023-11-22;8;45
2023-11-22;FLRY3;0;17,290;500;102037659;2720;1;2023-11-22;8;16
2023-11-22;FLRY3;0;17,290;1700;102037659;2730;1;2023-11-22;8;4090
2023-11-22;FLRY3;0;17,290;200;102037659;2740;1;2023-11-22;8;120
2023-11-22;FLRY3;0;17,290;100;102037659;2750;1;2023-11-22;8;40
2023-11-22;FLRY3;0;17,290;300;102037659;2760;1;2023-11-22;8;16
2023-11-22;FLRY3;0;17,300;200;102037666;2770;1;2023-11-22;45;3
2023-11-22;FLRY3;0;17,300;100;102037717;2780;1;2023-11-22;120;3
2023-11-22;FLRY3;0;17,300;300;102042210;2790;1;2023-11-22;45;3
2023-11-22;FLRY3;0;17,300;100;102042213;2800;1;2023-11-22;72;45
2023-11-22;FLRY3;0;17,300;300;102042213;2810;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,300;300;102042263;2820;1;2023-11-22;45;1618
2023-11-22;FLRY3;0;17,310;100;102042266;2830;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,290;700;102051215;2840;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,290;600;102051215;2850;1;2023-11-22;40;8
2023-11-22;FLRY3;0;17,290;100;102051215;2860;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,300;100;102051218;2870;1;2023-11-22;45;3
2023-11-22;FLRY3;0;17,290;100;102051219;2880;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,290;100;102055471;2890;1;2023-11-22;72;45
2023-11-22;FLRY3;0;17,280;100;102104226;2900;1;2023-11-22;45;1618
2023-11-22;FLRY3;0;17,280;200;102104226;2910;1;2023-11-22;72;1618
2023-11-22;FLRY3;0;17,280;100;102104229;2920;1;2023-11-22;72;8
2023-11-22;FLRY3;0;17,270;400;102105320;2930;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,290;100;102105324;2940;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,290;100;102110431;2950;1;2023-11-22;8;45
2023-11-22;FLRY3;0;17,290;400;102110431;2960;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,300;800;102110460;2970;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,300;100;102110490;2980;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,300;100;102110515;2990;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,300;200;102110589;3000;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,300;300;102110622;3010;1;2023-11-22;72;8
2023-11-22;FLRY3;0;17,300;100;102110622;3020;1;2023-11-22;72;45
2023-11-22;FLRY3;0;17,300;200;102110622;3030;1;2023-11-22;72;16
2023-11-22;FLRY3;0;17,300;200;102112826;3040;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,300;400;102118159;3050;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,310;100;102118162;3060;1;2023-11-22;45;45
2023-11-22;FLRY3;0;17,300;200;102118309;3070;1;2023-11-22;40;1618
2023-11-22;FLRY3;0;17,300;100;102118314;3080;1;2023-11-22;45;1618
2023-11-22;FLRY3;0;17,300;300;102127221;3090;1;2023-11-22;72;3
2023-11-22;FLRY3;0;17,290;400;102127228;3100;1;2023-11-22;8;3
2023-11-22;FLRY3;0;17,290;100;102127228;3110;1;2023-11-22;45;3
2023-11-22;FLRY3;0;17,290;100;102127228;3120;1;2023-11-22;120;3
2023-11-22;FLRY3;0;17,290;1000;102127229;3130;1;2023-11-22;72;1618
2023-11-22;FLRY3;0;17,300;100;102127233;3140;1;2023-11-22;45;72
2023-11-22;FLRY3;0;17,310;100;102129633;3150;1;2023-11-22;45;16
2023-11-22;FLRY3;0;17,310;100;102145934;3160;1;2023-11-22;45;16
2023-11-22;FLRY3;0;17,310;100;102145944;3170;1;2023-11-22;45;16
2023-11-22;FLRY3;0;17,310;100;102145952;3180;1;2023-11-22;45;45
2023-11-22;FLRY3;0;17,280;100;102150253;3190;1;2023-11-22;8;93
2023-11-22;FLRY3;0;17,280;200;102154106;3200;1;2023-11-22;8;1618
2023-11-22;FLRY3;0;17,280;600;102154106;3210;1;2023-11-22;120;1618
2023-11-22;FLRY3;0;17,280;100;102154106;3220;1;2023-11-22;45;1618
2023-11-22;FLRY3;0;17,270;400;102156017;3230;1;2023-11-22;8;90
2023-11-22;FLRY3;0;17,270;100;102156017;3240;1;2023-11-22;45;90
2023-11-22;FLRY3;0;17,270;100;102156017;3250;1;2023-11-22;120;90
2023-11-22;FLRY3;0;17,270;500;102156019;3260;1;2023-11-22;120;8
2023-11-22;FLRY3;0;17,270;100;102156021;3270;1;2023-11-22;45;72
2023-11-22;FLRY3;0;17,270;100;102156022;3280;1;2023-11-22;45;1618
2023-11-22;FLRY3;0;17,280;800;102159861;3290;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,280;100;102159867;3300;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,280;100;102159896;3310;1;2023-11-22;45;45
2023-11-22;FLRY3;0;17,280;100;102159920;3320;1;2023-11-22;45;93
2023-11-22;FLRY3;0;17,280;300;102159954;3330;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,280;400;102210213;3340;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,280;100;102210214;3350;1;2023-11-22;45;8
2023-11-22;FLRY3;0;17,290;100;102210217;3360;1;2023-11-22;45;45
